,time,text,images,video
1351,2019-02-11 13:55:00,None,None,None
1352,2019-02-11 12:57:00,"DFW Tejano
February 10, 2019 at 5:46 PM ·

Please a Diet Coke I am on a Diet.",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51842326_1612239172212491_8324891515918745600_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=z4AH8LeybGgAX8jIpRi&_nc_ht=scontent-lga3-1.xx&tp=14&oh=16287f7449854b6f58903dc2e040ca57&oe=60AF5CA4'],None
1353,2019-02-11 03:40:00,None,None,None
1354,2019-02-11 02:18:00,None,None,None
1355,2019-02-11 00:18:00,None,None,None
1356,2019-02-10 21:30:00,"So many tough guys out there, yet you fold when shit gets deep. Play pretend all you want. I got your fuckin number. Your schedule and your address. Pray... Even he cant save you from me... Man up or shut up. Try me",None,None
1357,2019-02-10 21:10:00,None,None,None
1358,2019-02-10 21:09:00,"Silly stupid stuff
February 2, 2019 at 3:30 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50767758_1971859989593622_8821525065460875264_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=xpYFsF0b02YAX8G0fhd&_nc_ht=scontent-lga3-1.xx&tp=14&oh=83fb8628373437e2a97b7975a213af94&oe=60B05FC9'],None
1359,2019-02-10 21:08:00,None,None,None
1360,2019-02-10 19:30:00,"Beef roast. Slow cooked with carrots, bell peppers, potatoes and tomatoes. Used that to make homemade beef stew pot pies. <3",None,None
1361,2019-02-10 15:15:00,None,None,None
1362,2019-02-10 01:12:00,None,None,None
1363,2019-02-09 18:15:00,"Three girls tried to go home with me last night. Beautifull. I came home alone, because I have my Baby.",None,None
1364,2019-02-09 17:58:00,Loaded potatoes. Three cheese macaroni. Bacon and green onions. Wrapped in bacon. I'm eating all 4. I shouldve been a chef,None,None
1365,2019-02-09 17:33:00,"I love growling at my pitbulls to see their reactions. When you find the right pitch, they look at me like WTF?",None,None
1366,2019-02-09 15:55:00,None,None,None
1367,2019-02-09 15:55:00,None,None,None
1368,2019-02-09 15:24:00,"I wanna hunt humans. Make my own style of wall mounts...

Darrell Eisman
January 31, 2019 at 6:29 PM ·

Apologies for the disturbing photo.
If you're really upset by what you see, than make this go viral along with an email letting Mike Jines know what you think.
info@topgenenergy.net",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51286789_10218819018092156_4959694994945343488_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=GZ1U9B7pG3kAX9A4gCR&tn=4XMhWUC337MMOLSR&_nc_ht=scontent-lga3-1.xx&tp=14&oh=5c74ed0772bf442b6cc50e8647c23af8&oe=60AEB7C8&manual_redirect=1'],None
1369,2019-02-09 15:22:00,None,None,None
1370,2019-02-08 21:34:00,My Pitbulls just ate a bag of fresh baby carrots with me. Broccoli and culliflower. They eat healthier than i do...,None,None
1371,2019-02-08 19:53:00,"Daily Viral Stories posted a video to playlist Animals.
October 17, 2018 at 10:00 AM ·

This is why I need a dog 😆😘❤️",None,https://video-lga3-1.xx.fbcdn.net/v/t42.9040-2/10000000_959830670882396_3288893094065340416_n.mp4?_nc_cat=100&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=6XtNOuVcU-QAX8Z73o2&_nc_ht=video-lga3-1.xx&oh=6e3706ac7d9462f2ec489734216abda7&oe=608AE369
1372,2019-02-08 11:36:00,None,None,None
1373,2019-02-08 10:05:00,None,None,None
1374,2019-02-08 10:03:00,"I Love You Pass It On
Poster based in Canada
· February 6, 2019 at 9:09 AM ·

People helping people... more of this please world!",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51344468_2249968008395736_7598577765519982592_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=9qkPzN0EMLwAX8jx7fW&_nc_ht=scontent-lga3-1.xx&tp=14&oh=aa30514d7c0557e6ff84c4a4ea08fb8f&oe=60B23E34'],None
1375,2019-02-07 23:15:00,None,None,None
1376,2019-02-07 22:20:00,"Sun Gazing
February 6, 2019 at 3:35 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/51400221_1780730898748398_1068332213906440192_n.png?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=G0SoTsdbDTgAX941FpL&_nc_ht=scontent-lga3-1.xx&oh=a94251f98f4040f792cc09b8b2f586f8&oe=60AED27C'],None
1377,2019-02-07 17:25:00,None,None,None
1378,2019-02-07 11:24:00,"Imagine That.? Deja Vu
February 3, 2019 at 7:00 AM ·

👀 #ImagineThat ~PJ",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51188956_2313103505367327_4997714139938816_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=9bzjgvFjxZsAX-j8v8w&tn=DvJdGCAlcK02j4px&_nc_ht=scontent-lga3-1.xx&tp=14&oh=3f8755dae357bb9cdc85b6dfee029ad6&oe=60B0AA5C'],None
1379,2019-02-07 10:09:00,Miss these beautiful ladies....,None,None
1380,2019-02-07 10:02:00,None,None,None
1381,2019-02-06 19:29:00,None,None,None
1382,2019-02-06 19:03:00,None,None,None
1383,2019-02-06 18:57:00,None,None,None
1384,2019-02-06 15:07:00,None,None,None
1385,2019-02-06 15:06:00,"Freaky Imagination
February 4, 2019 at 9:15 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51188917_2525220337493549_3480769731516956672_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=_WcuJOme63kAX8qE69K&tn=W_UDFiAiHEQLKv6I&_nc_ht=scontent-lga3-1.xx&tp=14&oh=98141d2dd44dc57e1a299b6df742cb2b&oe=60B1E53E'],None
1386,2019-02-06 13:02:00,None,None,None
1387,2019-02-06 10:06:00,None,None,None
1388,2019-02-06 09:46:00,"Granthana Sinha
January 31, 2019 at 9:52 AM ·

Co-existence exists in every specie....except humans! 😢😢",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51085281_2213653115358881_3312976573421846528_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=vF1rUUwn3e4AX-rCXy2&_nc_oc=AQn0NAuRwonhf33qUY8XqaUrZ7xJAy13F0oooiuzQRlbfQKJBc1L1m0Ej12QitfzOWU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=ab04363d13fb25048cf8644857ad7517&oe=60B21C2F&manual_redirect=1'],None
1389,2019-02-05 23:06:00,Mr. Buton. Just wanted to say thank you for making me feel like less of an unusual. I respect and appreciate you for that. A fan since Edward Scissor Hands..,None,None
1390,2019-02-05 22:37:00,Can anyone name this movie? Just yes or no...,['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51620095_2490837590929824_2520156809222684672_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=pygZBrOk6JwAX9yjR2T&_nc_ht=scontent-lga3-1.xx&tp=14&oh=893c97160b22e8876123f41dc5eb677a&oe=60B117E6&manual_redirect=1'],None
1391,2019-02-05 22:24:00,None,None,None
1392,2019-02-05 20:37:00,None,None,None
1393,2019-02-05 12:51:00,None,None,None
1394,2019-02-05 12:40:00,None,None,None
1395,2019-02-04 17:24:00,None,None,None
1396,2019-02-04 10:10:00,None,None,None
1397,2019-02-03 21:17:00,"Deep Text
January 29, 2019 at 3:00 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50829562_736934756678626_3068424928043728896_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=itgYe-FYTv8AX-89UkZ&_nc_ht=scontent-lga3-1.xx&tp=14&oh=7009419ba452b9f94686602fdfd6076a&oe=60B215EC'],None
1398,2019-02-03 13:59:00,None,None,None
1399,2019-02-03 05:12:00,None,None,None
1400,2019-02-03 03:26:00,"Talon'ted
November 29, 2018 at 11:41 PM ·

An evening with Bella",None,https://video-lga3-1.xx.fbcdn.net/v/t42.9040-2/47138884_399258587279698_1713414139734392832_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=lVb-aTFjezwAX-Yu4ot&_nc_ht=video-lga3-1.xx&oh=4257a425073122dd54a24ae18e1db231&oe=608AE3EA
1401,2019-02-03 03:11:00,"60 Second Docs Presents posted an episode of a series.
September 5, 2018 at 11:00 AM ·

Architect crafts homes from trash.",None,https://scontent-lga3-1.xx.fbcdn.net/v/t42.9040-4/40657686_1412203545580091_5703248129889927168_n.mp4?_nc_cat=105&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=Lar6j2MTlkcAX-3qETU&_nc_ht=scontent-lga3-1.xx&oh=f6a19f73bc3bd2d00706c536cb4a2a0e&oe=608AE06A
1402,2019-02-03 01:34:00,None,None,None
1403,2019-02-03 01:28:00,"Esoteric Empyre
February 2, 2019 at 11:06 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51199732_2229556527135009_7870542151333969920_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=yvk1uX2Ud-UAX94x0nZ&tn=qgv-w5jQBMNfpD1p&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f82482eeaf7ee9b6b71cca2f0cca9fa0&oe=60B14D84'],None
1404,2019-02-02 21:44:00,None,None,None
1405,2019-02-02 17:10:00,None,None,None
1406,2019-02-02 16:54:00,"UNILAD
June 27, 2017 at 12:05 PM ·

This is what childhood is all about! 😂🙌",None,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/19504016_711578982377543_5126330513325293568_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=bi_Gz-eTkgAAX8QuBdJ&_nc_ht=video-lga3-1.xx&oh=3d0d499b8681d400538f5129b421050f&oe=608AE1C1
1407,2019-02-02 16:53:00,None,None,None
1408,2019-02-02 16:09:00,"Viral Mirror
January 31, 2019 at 1:00 AM ·

Liquor story parking lot..",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51453488_1596420593823034_3412349317648744448_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=PoblF1QNZ98AX_iiYdp&_nc_ht=scontent-lga3-1.xx&tp=14&oh=b115f9d6d6776f54e57b2f2bfa14bc2a&oe=60B23F8C'],None
1409,2019-02-02 14:24:00,None,None,None
1410,2019-02-02 13:45:00,None,None,None
1411,2019-02-02 13:45:00,None,None,None
1412,2019-02-02 13:41:00,"Imagine That.? is with Kristin Scarborough and 7 others.
February 1, 2019 at 4:47 PM ·

Malice ~",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51398432_2189467564483787_3255359101814702080_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=T-UAj_pgonkAX_WNBXS&tn=8X8G9p-KgiZXH7A5&_nc_ht=scontent-lga3-1.xx&tp=14&oh=6553ce18cf93583ec92b28aa4b24cce8&oe=60B0DE5F'],None
1413,2019-02-02 13:39:00,"Uncensored Adults
February 1, 2019 at 3:00 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51446914_802891730065225_7337268398998421504_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=8CtXD0-OwUYAX-0eV7M&_nc_oc=AQknQw-FnL9sGXha5wF8-ix5C_xkpFZbrn-7h8aKO2U7EhSusWMW6PrfGHh7jjdV600&_nc_ht=scontent-lga3-1.xx&tp=14&oh=2c1f5dd7fa55cfe5b73a144f1bbab282&oe=60AE999C'],None
1414,2019-02-02 05:23:00,None,None,None
1415,2019-02-02 02:41:00,"I love it when that good song comes on, and you cant help but beat you're hands.",None,None
1416,2019-02-02 02:28:00,"Silver Elephant
February 1, 2019 at 11:00 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/46784605_1981585478586779_2942514010391576576_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=mDiX828uWtkAX9cgOCJ&_nc_ht=scontent-lga3-1.xx&tp=14&oh=4e11d0c3209a6c4ebedc42e97ed9e953&oe=60AFED8F'],None
1417,2019-02-01 22:24:00,"Dads Are Awesome
February 1, 2017 at 3:13 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/16387127_1105363542925562_1098602816996606512_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=zrwyfo8xKjEAX8BGSvU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f069a119daebc3d39c9ebfa42ac97e8b&oe=60B232CC', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/16387127_1105363542925562_1098602816996606512_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=zrwyfo8xKjEAX8BGSvU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f069a119daebc3d39c9ebfa42ac97e8b&oe=60B232CC', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/fr/cp0/e15/q65/16387127_1105363542925562_1098602816996606512_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=zrwyfo8xKjEAX8BGSvU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=f069a119daebc3d39c9ebfa42ac97e8b&oe=60B232CC']",None
1418,2019-02-01 22:23:00,None,None,None
1419,2019-02-01 20:47:00,I love this..,None,None
1420,2019-02-01 18:47:00,"Very important positivity
January 31, 2019 at 10:14 AM ·

just as important!",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51007200_934478953429494_3942088561007788032_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=XXV3gHLb9C8AX-7XwjM&_nc_ht=scontent-lga3-1.xx&tp=14&oh=cc5df338ab61bcc76cebdff720b76f99&oe=60B22B9C'],None
1421,2019-02-01 18:46:00,None,None,None
1422,2019-02-01 10:11:00,None,None,None
1423,2019-02-01 10:07:00,None,None,None
1424,2019-01-31 22:12:00,"EpicFail.com is with Nick Alex Johansen.
January 31, 2019 at 8:14 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51286858_2167153333353002_3220270636345589760_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=CWaurOwDhwQAX8oocGl&tn=h7FKd6ZEWH2fG1WK&_nc_ht=scontent-lga3-1.xx&tp=14&oh=60ac8bd2372e95527ddd2f52c0cdc64b&oe=60AE89E9'],None
1425,2019-01-31 18:19:00,"Mommy doesn't Have A Filter, Still
January 30, 2019 at 9:12 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51248292_2321416914804540_7684912268936478720_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=LXuOEXMCiGUAX8pii6y&tn=JXIw-_34XhgVrCm0&_nc_ht=scontent-lga3-1.xx&tp=14&oh=2209210fc13ea8fb71725fdc565d292a&oe=60AF49A5'],None
1426,2019-01-31 12:31:00,It was so cold yesterday that Chrysler's big water tower froze and busted...,None,None
1427,2019-01-31 10:11:00,None,None,None
1428,2019-01-30 19:58:00,Homemade roasted chicken and fatt dumplins. Country G-Maw style. Makes the weather seem somewhat tolerable... Country folk,None,None
1429,2019-01-30 17:44:00,"So, apparently I didn't get my front door latched properly when I left for work this morning. Wind blew it open. The thermostat said it was 40 degrees inside with the furnace blasting. The dogs water bowl had a layer of ice in it...",None,None
1430,2019-01-30 14:14:00,None,None,None
1431,2019-01-30 14:09:00,"Henry Hamblin
January 29, 2019 at 10:55 AM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51174352_10217107270424143_7706921249024245760_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=vgNL0CXpHzoAX9LoNlQ&_nc_ht=scontent-lga3-1.xx&tp=14&oh=b7593e07c0ae701c616796eceaadd3e9&oe=60AF9055&manual_redirect=1'],None
1432,2019-01-30 09:26:00,None,None,None
1433,2019-01-30 09:24:00,"Fuck it, lets have a beer
January 27, 2019 at 7:26 PM ·

Me toooo",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50930235_2329648903723296_6825942135703863296_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=urRePhyF29kAX-YsxR4&tn=gpsW1BQq6CeHojS_&_nc_ht=scontent-lga3-1.xx&tp=14&oh=12983403c5f2dcd755c482a3621cb8d9&oe=60AF298E'],None
1434,2019-01-29 23:07:00,None,None,None
1435,2019-01-29 23:05:00,"Ciro Dapagio
January 28, 2019 at 10:49 PM ·

🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51112656_10216722882917169_6403006222051573760_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=WBSItJ4qG8AAX9DQeV5&_nc_ht=scontent-lga3-1.xx&tp=14&oh=6d3332ea6392a4360995d07b07471f17&oe=60B09D88&manual_redirect=1'],None
1436,2019-01-29 23:04:00,"Then i remember that my Family is MY Family... I'm their voice

The MobKing
January 27, 2019 at 3:58 PM ·

😭😭😭😭
Www.themobking.com",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50975191_2262978504026328_7267955035659567104_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=SGFF1FceClAAX8ePLXL&_nc_ht=scontent-lga3-1.xx&tp=14&oh=af773c0608486665ec6fba4bc5c2a2e7&oe=60B03990'],None
1437,2019-01-29 23:02:00,"Lucky Singh
January 29, 2019 at 10:31 PM ·

Lucky food mart is offering free rides to and from work for anyone whose car won’t start tomorrow due to the low temperatures. This is a free courtesy to the community. Just call / 765 864 8400 text 317 457 8564 and . Hours will be between 9am -5pm in Kokomo only . Plus we can deliver.. just try to help our community....",None,None
1438,2019-01-29 20:07:00,"So THAT'S a bear hug?

LADbible
January 20, 2019 at 1:28 PM ·

'What you looking at there, human?' 😂🐻",None,https://video-lga3-1.xx.fbcdn.net/v/t42.9040-2/51044923_328600921083993_2872895644245164032_n.mp4?_nc_cat=104&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=47-Y0jDakpwAX8iQ16R&_nc_ht=video-lga3-1.xx&oh=774fe0fd9db6cbce687ada02439e5116&oe=608AE008
1439,2019-01-29 20:04:00,None,None,None
1440,2019-01-29 18:07:00,"Classic Hits 107.3 WRSW
January 29, 2019 at 9:55 AM ·

Consider this a Public Service Announcement...",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51368221_10156223539856819_5841243565094600704_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=ASsULRXGH7wAX9FnWMx&_nc_ht=scontent-lga3-1.xx&tp=14&oh=11a512dc60b44a65f4acbe994ee25ea1&oe=60AE6F8D'],None
1441,2019-01-29 02:38:00,None,None,None
1442,2019-01-28 23:56:00,"Art Insider
June 13, 2016 at 2:14 PM ·

This guy makes stunning art out of drywall.",None,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/13462412_1770074536538107_61215008_n.mp4?_nc_cat=110&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=4z9Gke9CWtcAX-aRXhk&_nc_ht=video-lga3-1.xx&oh=a924e15d6e913fab2bd9d9659ef2e8f5&oe=608AE169
1443,2019-01-28 21:40:00,I know... That's just wrong...,None,None
1444,2019-01-28 21:39:00,"Charles Jones
November 26, 2018 at 11:15 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/46789543_2192100320829799_5739119980213960704_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=QYE3ooRKad4AX93oohy&_nc_ht=scontent-lga3-1.xx&tp=14&oh=d18be6a7359ffbed8c499fb538a71587&oe=60AEDA3F&manual_redirect=1'],None
1445,2019-01-28 21:37:00,None,None,None
1446,2019-01-28 15:08:00,None,None,None
1447,2019-01-28 15:06:00,"The Shady Side of the Rainbow added a new photo to the album: Our favorites :) <3 — with Colette Moore.
January 24, 2019 at 1:08 PM ·

😂Tami💜",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50516715_1993285927433776_6953132760336695296_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=0be424&efg=eyJpIjoidCJ9&_nc_ohc=iupg1tiY7ZgAX96QRMU&_nc_ht=scontent-lga3-1.xx&tp=14&oh=c319a8eca0d4b8e4f5a399d65f956b73&oe=60B1DE53'],None
1448,2019-01-28 15:06:00,None,None,None
1449,2019-01-28 12:37:00,"The Drunken Squatch 3
January 27, 2019 at 9:00 PM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50843226_1965081697133341_2649303155803684864_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=N7KD_Ch58S0AX9hFlT_&tn=nBaKpfVFi9iZHkGF&_nc_ht=scontent-lga3-1.xx&tp=14&oh=2961de7c33760f0ed2f4e21c700e07ae&oe=60B171C5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50843226_1965081697133341_2649303155803684864_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=N7KD_Ch58S0AX9hFlT_&tn=nBaKpfVFi9iZHkGF&_nc_ht=scontent-lga3-1.xx&tp=14&oh=2961de7c33760f0ed2f4e21c700e07ae&oe=60B171C5', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/50843226_1965081697133341_2649303155803684864_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=N7KD_Ch58S0AX9hFlT_&tn=nBaKpfVFi9iZHkGF&_nc_ht=scontent-lga3-1.xx&tp=14&oh=2961de7c33760f0ed2f4e21c700e07ae&oe=60B171C5']",None
1450,2019-01-28 10:09:00,None,None,None
1451,2019-01-27 22:11:00,None,None,None
1452,2019-01-27 19:06:00,None,None,None
1453,2019-01-27 17:20:00,None,None,None
1454,2019-01-27 16:41:00,"LADbible
January 25, 2019 at 3:12 AM ·

In Alaska, nature greets you at your door 😍😍",None,https://video-lga3-1.xx.fbcdn.net/v/t42.9040-2/51230473_534213803741473_542045437058613248_n.mp4?_nc_cat=101&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=tWOdKcRFR48AX8gO5yo&_nc_ht=video-lga3-1.xx&oh=42faf7a3f695c02044fc46d9b6653267&oe=608AE4EB
1455,2019-01-27 16:41:00,None,None,None
1456,2019-01-27 16:36:00,"Cover Band Central
January 26, 2019 at 11:00 AM ·","['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51121240_1145745858909338_6202044826825785344_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&efg=eyJpIjoidCJ9&_nc_ohc=-Aa561QBjqEAX8UHGuy&_nc_ht=scontent-lga3-1.xx&tp=14&oh=301e8b872f239fa33d2d1cf855ed37c5&oe=60B09548', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51121240_1145745858909338_6202044826825785344_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&efg=eyJpIjoidCJ9&_nc_ohc=-Aa561QBjqEAX8UHGuy&_nc_ht=scontent-lga3-1.xx&tp=14&oh=301e8b872f239fa33d2d1cf855ed37c5&oe=60B09548', 'https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51121240_1145745858909338_6202044826825785344_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=da1649&efg=eyJpIjoidCJ9&_nc_ohc=-Aa561QBjqEAX8UHGuy&_nc_ht=scontent-lga3-1.xx&tp=14&oh=301e8b872f239fa33d2d1cf855ed37c5&oe=60B09548']",None
1457,2019-01-27 11:42:00,"Sick Bastard is with Richard Wright.
January 26, 2019 at 6:57 PM ·",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/51138318_1140380542795754_6794991639296212992_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&efg=eyJpIjoidCJ9&_nc_ohc=gMvc9m3XqiIAX8tSC2k&_nc_ht=scontent-lga3-1.xx&tp=14&oh=c04a2c96dd6b173733501afbcb1018bd&oe=60AF7262'],None
1458,2019-01-26 21:09:00,None,None,None
1459,2019-01-26 20:46:00,"So, dogs get locked up together. Why don't humans? Pretty sure I'll have free puppies soon",None,None
1460,2019-01-26 20:16:00,Just for fun...,None,None
1461,2019-01-26 18:59:00,"Edgar Allan Poets
January 23, 2019 at 6:41 PM ·

Find @edgarallanpoets music here: https://eapoets.lnk.to/music",['https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/50466371_10161314108765173_2712255784246312960_n.png?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=LPhZFutGLusAX_wrbZi&_nc_ht=scontent-lga3-1.xx&oh=b3c9ba13fdcb4fe7d499dc9c41eae820&oe=60B06A46'],None
